Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,223.093994,226.179993,222.852005,223.513000,201.158661,1375883
2017-01-03,224.328995,225.276001,220.492996,224.746994,202.269241,1130325
2017-01-04,225.408997,228.098007,221.947998,222.697006,200.424286,1244172
2017-01-05,224.417007,225.298996,222.057999,224.042007,201.634750,1169994
2017-01-06,226.158005,226.841995,223.093994,223.888000,201.496170,883154
2017-01-09,224.063995,226.445007,222.432999,225.916000,203.321320,955894
2017-01-10,226.886002,227.503006,223.623001,224.968002,202.468140,1717552
2017-01-11,225.253998,229.244995,223.755005,228.296997,205.464188,1983203
2017-01-12,228.384995,229.266998,226.179993,227.259995,204.530914,944311
2017-01-13,229.531006,231.052002,226.621002,228.207993,205.384079,1193112
2017-01-16,228.141998,229.927994,226.643005,228.582993,205.721588,630684
2017-01-17,228.582993,232.440994,228.494995,229.927994,206.932068,1245764
2017-01-18,230.544998,236.496994,230.237000,233.389008,210.046936,2695031
2017-01-19,232.727997,234.998001,231.912003,232.264999,209.035339,692370
2017-01-20,232.352997,233.742004,225.606995,226.091995,203.479721,919779
2017-01-23,226.533005,228.119995,224.108002,225.806000,203.222321,1125117
2017-01-24,227.018005,231.207001,225.166000,229.641006,206.673767,1267234
2017-01-25,230.412994,240.201004,229.509003,238.658005,214.788940,3626897
2017-01-27,238.613998,241.567993,236.960007,239.384995,215.443237,2484794
2017-01-30,238.591995,241.016006,236.233002,238.524994,214.669235,1059714
2017-01-31,238.811996,242.229004,236.496994,240.091003,216.078629,2503556
2017-02-01,241.964005,244.830002,238.128998,244.147003,219.728973,1623893
2017-02-02,242.492996,250.561996,241.214996,247.520004,222.764648,2052675
2017-02-03,247.783997,248.996994,245.580002,247.123001,222.407333,715704
2017-02-06,246.901993,249.548004,245.712006,247.233002,222.506332,985456
2017-02-07,247.542007,248.556000,243.552002,245.270996,220.740555,528289
2017-02-08,246.462006,254.927002,246.108994,252.766006,227.485977,4176712
2017-02-09,253.957001,256.294006,249.326996,251.444000,226.296158,2557181
2017-02-10,252.634003,254.574005,249.106995,250.143005,225.125305,782733
2017-02-13,250.186996,251.444000,247.343002,248.600006,223.736633,935567
2017-02-14,248.666000,249.945007,245.667999,248.841995,223.954407,731474
2017-02-15,248.841995,249.548004,242.492996,243.067001,218.756989,838193
2017-02-16,242.977997,251.266998,242.074997,250.033005,225.026291,919244
2017-02-17,250.429993,251.311005,245.910004,248.158997,223.339722,763078
2017-02-20,248.643997,252.302994,247.343002,251.046997,225.938889,626579
2017-02-21,251.311005,257.087006,249.988998,256.316010,230.680923,1208567
2017-02-22,257.924988,260.570007,256.470001,257.417999,231.672684,2321477
2017-02-23,257.484009,258.079010,252.766006,254.022995,228.617233,3226105
2017-02-27,254.287994,254.839005,248.291000,249.768005,224.787811,1311634
2017-02-28,250.451996,252.171005,246.285004,247.100998,222.387527,1061628
2017-03-01,248.468002,251.378006,245.733994,250.518005,225.462799,1468966
2017-03-02,252.149002,252.876999,246.572006,247.630005,222.863617,823264
2017-03-03,247.651993,249.041000,242.339005,248.070999,223.260529,1118444
2017-03-06,250.848999,254.772003,247.453995,250.451996,225.403397,1908785
2017-03-07,251.751999,255.190994,249.636002,253.559998,228.200546,1536274
2017-03-08,252.942993,253.957001,247.828003,249.768005,224.787811,953907
2017-03-09,249.106995,250.386002,246.968994,248.070999,223.260529,889332
2017-03-10,249.503998,249.503998,244.852005,246.682007,222.010452,528699
2017-03-14,249.106995,251.069000,247.917007,248.975006,224.074127,593828
2017-03-15,246.901993,250.781998,243.044998,248.908997,224.014725,1720296
2017-03-16,249.106995,256.601990,248.556000,255.940994,230.343399,3653357
2017-03-17,257.484009,261.010986,253.537994,254.662003,229.192352,1518472
2017-03-20,256.601990,256.601990,251.751999,253.847000,228.458847,609391
2017-03-21,253.957001,256.447998,252.016998,255.059006,229.549637,746705
2017-03-22,254.397995,254.397995,249.923004,252.677994,227.406754,541927
2017-03-23,252.192993,254.750000,251.003006,254.177002,228.755844,529123
2017-03-24,252.656006,257.308014,252.546005,254.464005,229.014145,779329
2017-03-27,255.279999,258.365997,252.192993,257.174988,231.453995,1060739
2017-03-28,258.807007,262.113007,257.924988,261.010986,234.906342,2541855
2017-03-29,263.523987,266.302002,261.076996,261.915009,235.719955,2459641
2017-03-30,262.687012,264.979004,260.967010,262.135010,235.917938,1452003
2017-03-31,262.135010,267.403992,260.834991,263.987000,237.584717,1090780
2017-04-03,264.979004,266.588989,262.597992,263.987000,237.584717,862219
2017-04-05,262.841003,270.710999,262.355988,269.631012,242.664276,1487258
2017-04-06,269.785004,271.261993,266.257996,267.558990,240.799438,1135008
2017-04-07,266.390015,269.123993,265.045013,266.765015,240.084885,616994
2017-04-10,267.625000,273.774994,266.324005,271.394012,244.250916,3020282
2017-04-11,272.826996,274.591003,271.790985,272.673004,245.401993,1058519
2017-04-12,272.915009,275.230011,267.889008,274.347992,246.909470,1094450
2017-04-13,273.774994,274.944000,270.842987,271.703003,244.529022,596554
2017-04-17,271.703003,278.691010,269.101990,277.566986,249.806549,1255893
2017-04-18,278.205994,279.397003,273.312012,274.325989,246.889648,948110
2017-04-19,274.678986,282.791992,273.223999,281.513000,253.357880,1223344
2017-04-20,282.174011,284.157990,279.859985,282.283997,254.051758,625019
2017-04-21,282.283997,284.687012,279.550995,281.403015,253.258865,705806
2017-04-24,281.403015,282.835999,278.691010,280.321991,252.285980,748619
2017-04-25,280.411011,283.364990,279.375000,281.601013,253.437057,624141
2017-04-26,281.513000,291.653992,280.962006,289.382996,260.440765,3881287
2017-04-27,291.873993,292.292999,285.657013,288.214996,259.389587,1103788
2017-04-28,289.229004,290.550995,286.075989,289.580994,260.618988,376097
2017-05-02,289.580994,290.970001,285.371002,288.566986,259.706360,397573
2017-05-03,287.023987,289.670013,283.937988,285.105988,256.591522,1145931
2017-05-04,286.010010,293.858002,283.981995,290.550995,261.491974,1534691
2017-05-05,290.419006,290.419006,274.833008,280.256012,252.226608,938350
2017-05-08,282.041992,284.223999,277.985992,279.286011,251.353577,887114
2017-05-09,279.131989,282.747009,278.449005,280.389008,252.346283,736355
2017-05-10,279.837006,286.274994,279.550995,284.092010,255.678955,1789607
2017-05-11,284.951996,286.141998,279.572998,281.337006,253.199463,663170
2017-05-12,281.291992,283.033997,275.208008,277.059998,249.350204,509391
2017-05-15,277.279999,280.763000,276.487000,277.677002,249.905533,791041
2017-05-16,277.721008,285.260986,277.721008,283.894012,255.500748,968341
2017-05-17,284.378998,285.260986,280.433014,281.337006,253.199463,691061
2017-05-18,279.970001,279.970001,274.325989,275.516998,247.961548,1067954
2017-05-19,276.882996,280.234009,268.946991,271.790985,244.608215,646724
2017-05-22,269.872986,275.295990,262.950989,264.053009,237.644119,910482
2017-05-23,262.377991,268.704987,256.139008,265.376007,238.834793,1676411
2017-05-24,266.302002,268.903015,260.812988,262.796997,236.513702,849116
2017-05-25,263.016998,272.915009,263.016998,271.261993,244.132095,1070583
2017-05-26,272.165985,275.980011,267.183990,269.123993,242.207962,2760400
2017-05-29,269.829010,272.429993,266.743011,268.175995,241.354736,1206839
2017-05-30,268.506012,277.545013,265.309998,276.509003,248.854355,1060744
2017-05-31,277.765015,279.066010,274.437012,277.015991,249.310654,756301
2017-06-01,278.647003,282.614990,277.765015,281.049988,252.941193,1237452
2017-06-02,281.513000,284.776001,280.785004,282.041992,253.833954,1410766
2017-06-05,282.967987,285.657013,278.558990,281.182007,253.059967,1404023
2017-06-06,281.247986,282.174011,273.421997,274.018005,246.612473,880663
2017-06-07,275.119995,277.743011,272.497009,275.539001,247.981369,1348518
2017-06-08,276.442993,277.324005,270.093994,270.821014,243.735214,748192
2017-06-09,616.000000,623.000000,610.549988,620.450012,558.396545,288565
2017-06-12,621.000000,629.450012,615.000000,618.400024,556.551636,534797
2017-06-13,620.000000,625.750000,614.900024,616.549988,554.886597,347822
2017-06-14,618.000000,619.450012,612.099976,614.799988,553.311646,413128
2017-06-15,615.000000,621.900024,609.750000,612.000000,550.791687,236540
2017-06-16,612.400024,618.950012,610.099976,611.849976,550.656616,173600
2017-06-19,614.000000,622.950012,613.349976,615.900024,554.301636,470044
2017-06-20,619.000000,625.500000,617.500000,621.299988,559.161499,435554
2017-06-21,623.500000,631.900024,618.299988,620.950012,558.846558,759234
2017-06-22,621.700012,625.549988,613.450012,615.799988,554.211609,192837
2017-06-23,615.799988,617.650024,598.450012,605.900024,545.301819,618279
2017-06-27,606.299988,607.799988,587.549988,592.450012,533.196960,326655
2017-06-28,592.000000,602.950012,585.000000,597.500000,537.741882,653181
2017-06-29,597.500000,605.750000,592.650024,600.750000,540.666809,531463
2017-06-30,602.000000,609.849976,588.849976,606.950012,546.246704,260092
2017-07-03,620.000000,625.950012,611.500000,623.700012,561.321533,783075
2017-07-04,629.400024,631.750000,623.000000,625.549988,562.986511,733045
2017-07-05,625.000000,647.099976,622.849976,644.000000,579.591248,1513309
2017-07-06,653.950012,657.450012,642.200012,645.150024,580.626282,1658885
2017-07-07,645.000000,653.500000,639.000000,648.500000,583.641174,1021504
2017-07-10,650.400024,652.250000,647.700012,648.900024,584.001221,60865
2017-07-11,650.000000,652.000000,634.750000,637.299988,573.561340,618174
2017-07-12,640.000000,649.700012,638.000000,642.400024,578.151245,602803
2017-07-13,643.849976,645.700012,637.700012,641.000000,576.891235,341127
2017-07-14,640.799988,642.349976,633.200012,639.200012,575.271301,447766
2017-07-17,639.849976,641.849976,628.200012,629.750000,566.766418,689100
2017-07-18,630.700012,634.849976,621.000000,623.000000,560.691589,587324
2017-07-19,624.700012,631.250000,623.299988,628.349976,565.506409,601006
2017-07-20,628.099976,630.349976,623.599976,626.099976,563.481384,244824
2017-07-21,627.400024,628.049988,618.650024,623.200012,560.871643,684735
2017-07-24,624.650024,627.900024,615.099976,617.650024,555.876648,311004
2017-07-25,617.049988,625.599976,617.049988,618.150024,556.326599,276106
2017-07-26,617.099976,630.099976,617.099976,626.099976,563.481384,570537
2017-07-27,627.500000,634.700012,618.950012,620.799988,558.711548,575178
2017-07-28,625.000000,628.799988,619.549988,623.799988,561.411499,452522
2017-07-31,612.700012,622.250000,611.500000,619.900024,567.916138,537150
2017-08-01,620.049988,624.349976,613.000000,614.099976,562.602478,315243
2017-08-02,618.950012,622.349976,610.299988,612.250000,560.907654,461110
2017-08-03,617.250000,617.700012,596.750000,600.150024,549.822327,637146
2017-08-04,600.700012,607.549988,594.200012,606.349976,555.502380,1222797
2017-08-07,607.950012,611.750000,605.049988,607.000000,556.097900,352116
2017-08-08,609.000000,613.549988,592.150024,596.049988,546.066162,545816
2017-08-09,582.450012,584.900024,562.500000,579.049988,530.491699,2197681
2017-08-10,574.099976,587.900024,560.400024,576.750000,528.384644,1066641
2017-08-11,566.099976,583.799988,560.450012,578.349976,529.850464,785813
2017-08-14,574.250000,594.000000,574.250000,592.000000,542.355774,315373
2017-08-16,595.000000,603.900024,586.000000,601.099976,550.692627,366767
2017-08-17,603.500000,605.299988,588.849976,591.349976,541.760315,377020
2017-08-18,586.150024,598.799988,583.549988,592.700012,542.997070,465032
2017-08-21,594.000000,598.700012,585.299988,586.500000,537.317017,422721
2017-08-22,587.200012,594.700012,576.500000,582.799988,533.927307,509709
2017-08-23,585.099976,592.000000,582.799988,588.099976,538.782776,513770
2017-08-24,590.950012,597.549988,575.000000,583.849976,534.889160,394780
2017-08-28,586.000000,595.200012,584.000000,589.700012,540.248657,1117309
2017-08-29,590.099976,596.799988,585.000000,586.599976,537.408569,339087
2017-08-30,590.000000,596.599976,586.000000,588.849976,539.469910,598100
2017-08-31,592.000000,593.400024,582.099976,584.049988,535.072388,753076
2017-09-01,586.849976,591.650024,584.000000,586.549988,537.362793,192521
2017-09-04,587.450012,589.500000,571.000000,580.549988,531.865967,1012245
2017-09-05,582.000000,584.599976,574.250000,575.349976,527.102051,1051498
2017-09-06,572.000000,583.400024,568.099976,580.150024,531.499573,586041
2017-09-07,575.349976,622.500000,575.349976,616.950012,565.213501,2093670
2017-09-08,625.000000,628.000000,613.549988,623.599976,571.305786,1699372
2017-09-11,629.799988,630.000000,618.000000,619.500000,567.549683,389368
2017-09-12,623.099976,636.000000,623.000000,633.299988,580.192444,870084
2017-09-13,639.950012,647.000000,632.049988,636.349976,582.986633,2145011
2017-09-14,651.250000,653.750000,635.000000,636.650024,583.261536,1071997
2017-09-15,636.700012,640.700012,628.250000,636.950012,583.536377,426433
2017-09-18,640.000000,646.500000,637.250000,644.450012,590.407410,508334
2017-09-19,647.500000,667.500000,642.000000,657.599976,602.454590,2078420
2017-09-20,660.900024,660.900024,643.099976,645.799988,591.644165,807541
2017-09-21,646.000000,649.549988,636.000000,639.700012,586.055725,574454
2017-09-22,638.950012,638.950012,612.250000,614.450012,562.923157,956415
2017-09-25,616.000000,622.700012,597.450012,615.750000,564.114075,520244
2017-09-26,615.000000,633.549988,612.950012,625.549988,573.092346,530400
2017-09-27,628.900024,628.900024,612.200012,621.700012,569.565186,396924
2017-09-28,624.000000,641.900024,611.000000,635.400024,582.116394,2137711
2017-09-29,639.700012,645.500000,631.000000,643.150024,589.216431,1131247
2017-10-03,646.000000,648.250000,637.049988,639.549988,585.918274,400963
2017-10-04,639.200012,644.650024,634.400024,637.200012,583.765442,291915
2017-10-05,636.849976,685.049988,636.849976,664.299988,608.592773,1751160
2017-10-06,677.000000,687.750000,668.250000,678.750000,621.831055,2375254
2017-10-09,684.000000,692.000000,678.400024,681.000000,623.892395,1215059
2017-10-10,684.950012,687.299988,677.650024,681.400024,624.258911,407982
2017-10-11,684.950012,702.299988,672.500000,681.849976,624.671082,2970269
2017-10-12,687.000000,701.799988,681.000000,694.549988,636.306091,1220700
2017-10-13,694.650024,700.849976,687.549988,689.200012,631.404785,1131916
2017-10-16,690.250000,700.000000,685.250000,697.799988,639.283569,619521
2017-10-17,699.700012,724.950012,698.099976,722.099976,661.545776,3099908
2017-10-18,721.200012,731.000000,716.799988,726.200012,665.302002,2982683
2017-10-19,727.000000,728.000000,713.849976,719.599976,659.255432,248773
2017-10-23,720.500000,734.000000,720.500000,730.000000,668.783325,1073023
2017-10-24,734.950012,751.500000,729.000000,746.000000,683.441589,1808267
2017-10-25,748.000000,750.000000,734.000000,741.599976,679.410522,567828
2017-10-26,742.000000,765.599976,734.500000,757.799988,694.251953,2523700
2017-10-27,759.000000,760.000000,739.299988,743.549988,681.197021,670625
2017-10-30,745.849976,755.599976,737.150024,740.599976,678.494385,421733
2017-10-31,740.500000,747.799988,730.750000,732.900024,671.440125,582996
2017-11-01,739.000000,744.349976,727.150024,730.200012,668.966553,1985405
2017-11-02,730.200012,736.450012,712.150024,718.950012,658.659912,809337
2017-11-03,733.450012,734.000000,721.000000,730.349976,669.103943,1016413
2017-11-06,734.000000,752.349976,727.099976,734.599976,672.997559,1259063
2017-11-07,749.150024,749.150024,702.900024,711.349976,651.697205,1578645
2017-11-08,712.000000,719.799988,705.000000,710.299988,650.735352,696732
2017-11-09,714.000000,724.599976,706.500000,718.150024,657.927063,658551
2017-11-10,719.000000,723.700012,710.099976,719.299988,658.980652,535580
2017-11-13,720.000000,738.000000,715.150024,724.599976,663.836121,2241251
2017-11-14,721.950012,730.000000,712.599976,715.599976,655.590820,753274
2017-11-15,710.000000,722.900024,703.200012,705.900024,646.704285,483781
2017-11-16,707.000000,716.950012,705.000000,714.599976,654.674744,410367
2017-11-17,716.000000,725.000000,714.299988,716.750000,656.644409,545351
2017-11-20,719.750000,741.200012,713.000000,739.299988,677.303345,920050
2017-11-21,745.950012,749.900024,732.299988,735.000000,673.364014,1143184
2017-11-22,738.000000,748.650024,729.000000,736.799988,675.013000,1053876
2017-11-23,740.000000,745.950012,731.650024,737.750000,675.883423,705241
2017-11-24,737.700012,744.000000,737.049988,740.299988,678.219543,464839
2017-11-27,739.400024,753.799988,737.599976,747.000000,684.357727,689871
2017-11-28,749.900024,754.900024,740.650024,742.950012,680.647400,534035
2017-11-29,746.000000,746.700012,726.000000,729.150024,668.004639,382500
2017-11-30,727.799988,736.650024,717.599976,726.750000,665.805847,998280
2017-12-01,730.049988,734.200012,708.549988,712.349976,652.613403,440774
2017-12-04,719.000000,722.750000,707.349976,714.400024,654.491516,422208
2017-12-05,715.000000,720.599976,708.200012,714.650024,654.720520,408420
2017-12-06,713.000000,717.200012,706.450012,710.450012,650.872742,562212
2017-12-07,711.000000,723.900024,711.000000,719.799988,659.438599,564879
2017-12-08,726.000000,727.500000,718.150024,720.049988,659.667725,434804
2017-12-11,725.000000,740.000000,720.049988,737.799988,675.929199,965599
2017-12-12,743.700012,746.500000,725.049988,727.349976,666.355469,889494
2017-12-13,727.349976,734.150024,707.450012,711.299988,651.651428,584904
2017-12-14,715.099976,719.900024,709.200012,718.000000,657.789612,340963
2017-12-15,722.000000,728.000000,717.200012,718.799988,658.522522,382948
