Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,874.799988,900.000000,866.000000,896.599976,859.924805,249086
2017-01-03,898.000000,898.000000,882.299988,889.700012,853.307068,163103
2017-01-04,895.000000,909.900024,889.700012,900.299988,863.473389,372046
2017-01-05,904.000000,936.000000,901.000000,920.500000,882.847168,593196
2017-01-06,920.000000,933.450012,916.549988,930.400024,892.342163,197453
2017-01-09,933.000000,936.000000,900.349976,904.299988,867.309814,244319
2017-01-10,902.400024,912.000000,895.049988,902.000000,865.103943,195785
2017-01-11,905.000000,911.950012,901.849976,906.799988,869.707581,178613
2017-01-12,914.900024,914.900024,891.099976,895.500000,858.869812,185336
2017-01-13,897.150024,910.700012,895.950012,900.200012,863.377563,238063
2017-01-16,900.000000,903.700012,891.000000,893.599976,857.047485,227407
2017-01-17,899.250000,907.849976,876.000000,905.700012,868.652466,126649
2017-01-18,902.000000,927.650024,902.000000,926.099976,888.218140,319644
2017-01-19,925.000000,941.000000,915.400024,924.650024,886.827454,314072
2017-01-20,924.650024,934.900024,895.049988,901.450012,864.576416,171906
2017-01-23,889.349976,890.049988,855.000000,870.599976,834.988220,571000
2017-01-24,871.799988,879.000000,855.549988,858.099976,822.999512,591694
2017-01-25,866.000000,892.450012,863.000000,886.150024,849.902222,479339
2017-01-27,890.000000,915.950012,888.900024,904.000000,867.022095,371346
2017-01-30,902.000000,925.000000,895.000000,914.150024,876.756897,291107
2017-01-31,913.099976,916.650024,892.150024,897.950012,861.219543,172868
2017-02-01,898.950012,904.599976,879.000000,900.150024,863.329590,458383
2017-02-02,900.000000,925.000000,895.250000,909.549988,872.345093,369679
2017-02-03,914.000000,915.500000,900.650024,908.150024,871.002380,135375
2017-02-06,915.000000,915.000000,885.099976,892.750000,856.232300,481781
2017-02-07,891.950012,895.500000,882.049988,886.549988,850.285889,255999
2017-02-08,889.000000,891.950012,871.250000,874.900024,839.112366,388479
2017-02-09,878.900024,885.599976,871.700012,880.299988,844.291565,162428
2017-02-10,890.000000,890.000000,870.000000,872.400024,836.714661,222219
2017-02-13,878.650024,879.450012,861.099976,869.299988,833.741516,223243
2017-02-14,872.250000,873.950012,858.000000,860.299988,825.109619,204671
2017-02-15,864.900024,864.900024,842.549988,848.500000,813.792297,242446
2017-02-16,854.900024,854.900024,831.500000,849.500000,814.751465,721324
2017-02-17,859.900024,864.650024,847.700012,854.400024,819.450989,757367
2017-02-20,859.000000,866.400024,855.000000,863.099976,827.795105,650341
2017-02-21,863.000000,867.500000,857.000000,859.000000,823.862732,379032
2017-02-22,856.200012,859.700012,847.799988,849.000000,814.271851,289315
2017-02-23,850.000000,855.000000,842.000000,845.700012,811.106873,382669
2017-02-27,846.000000,864.750000,843.000000,861.400024,826.164551,340358
2017-02-28,865.000000,874.900024,856.799988,858.400024,823.287354,572398
2017-03-01,863.000000,863.750000,850.099976,851.599976,816.765503,380739
2017-03-02,856.599976,859.400024,842.150024,844.549988,810.003845,253325
2017-03-03,850.500000,853.750000,835.950012,850.099976,815.326843,368741
2017-03-06,853.799988,854.500000,842.549988,848.700012,813.984070,207499
2017-03-07,850.049988,853.000000,840.250000,841.200012,806.790955,453699
2017-03-08,843.900024,845.700012,829.500000,831.950012,797.919250,360957
2017-03-09,826.200012,831.049988,821.549988,823.250000,789.575073,270479
2017-03-10,825.000000,838.000000,823.000000,828.549988,794.658386,722438
2017-03-14,845.000000,845.000000,831.000000,832.299988,798.255005,564519
2017-03-15,834.900024,870.000000,831.799988,865.400024,830.001038,1536282
2017-03-16,873.000000,896.000000,872.450012,884.900024,848.703308,1061256
2017-03-17,891.000000,892.000000,870.750000,877.750000,841.845825,362043
2017-03-20,880.900024,886.000000,868.250000,874.250000,838.489014,414484
2017-03-21,874.349976,874.400024,855.150024,862.799988,827.507324,264609
2017-03-22,856.000000,878.000000,848.000000,869.000000,833.453735,481439
2017-03-23,873.900024,883.250000,871.150024,881.049988,845.010803,490898
2017-03-24,887.000000,894.500000,872.000000,875.950012,840.119568,674342
2017-03-27,875.950012,880.549988,859.000000,860.599976,825.397339,326554
2017-03-28,863.000000,875.349976,863.000000,871.349976,835.707581,213701
2017-03-29,871.799988,881.099976,870.700012,873.700012,837.961548,286119
2017-03-30,877.500000,882.200012,867.049988,870.299988,834.700562,351284
2017-03-31,871.299988,894.000000,871.299988,890.049988,853.642761,525835
2017-04-03,898.000000,915.099976,895.000000,908.349976,871.194153,861505
2017-04-05,913.000000,913.950012,894.200012,896.049988,859.397217,618386
2017-04-06,890.099976,905.900024,889.299988,902.700012,865.775330,415872
2017-04-07,899.750000,905.000000,888.049988,892.049988,855.560852,175141
2017-04-10,894.799988,901.000000,883.500000,886.200012,849.950195,187644
2017-04-11,888.000000,903.000000,876.799988,880.650024,844.627197,642721
2017-04-12,881.500000,889.200012,867.000000,868.950012,833.405884,564561
2017-04-13,867.450012,875.700012,863.250000,865.750000,830.336792,223856
2017-04-17,862.750000,870.000000,853.750000,855.650024,820.649902,246583
2017-04-18,855.650024,870.000000,853.000000,855.650024,820.649902,424388
2017-04-19,856.000000,874.250000,848.900024,868.849976,833.309875,556790
2017-04-20,875.000000,888.000000,863.500000,867.000000,831.535583,1190084
2017-04-21,872.799988,877.400024,867.000000,874.750000,838.968567,550317
2017-04-24,874.900024,880.000000,864.049988,875.549988,839.735840,362706
2017-04-25,879.900024,881.549988,873.500000,878.150024,842.229492,321294
2017-04-26,883.000000,890.000000,876.049988,883.849976,847.696289,497283
2017-04-27,887.599976,893.900024,876.000000,882.950012,846.833130,332677
2017-04-28,882.900024,893.500000,879.900024,890.099976,853.690674,303683
2017-05-02,897.799988,900.950012,887.400024,893.200012,856.663879,371067
2017-05-03,894.150024,898.750000,870.549988,877.049988,841.174438,444532
2017-05-04,876.900024,889.000000,876.900024,881.450012,845.394470,280130
2017-05-05,882.849976,890.000000,870.650024,875.700012,839.879761,280298
2017-05-08,880.450012,886.000000,876.500000,880.349976,844.339539,167374
2017-05-09,885.000000,886.450012,880.049988,882.750000,846.641296,158649
2017-05-10,887.900024,903.000000,883.049988,899.950012,863.137817,397022
2017-05-11,905.000000,926.000000,905.000000,923.500000,885.724487,868237
2017-05-12,926.000000,931.750000,914.200012,926.250000,888.361877,801670
2017-05-15,928.200012,938.950012,928.000000,933.400024,895.219482,442351
2017-05-16,937.299988,937.299988,917.400024,924.700012,886.875427,302097
2017-05-17,924.000000,941.000000,920.849976,937.700012,899.343567,449382
2017-05-18,932.450012,932.450012,906.000000,912.099976,874.790771,251893
2017-05-19,919.000000,922.500000,887.150024,895.750000,859.109558,210088
2017-05-22,902.299988,905.799988,875.049988,877.700012,841.797913,255592
2017-05-23,878.700012,889.150024,860.500000,874.200012,838.440979,451773
2017-05-24,874.900024,886.349976,805.700012,835.650024,801.467957,1862271
2017-05-25,833.000000,848.150024,824.049988,837.450012,803.194336,402168
2017-05-26,839.799988,877.500000,838.200012,865.849976,830.432556,624926
2017-05-29,865.400024,866.000000,842.099976,858.349976,823.239441,297787
2017-05-30,859.650024,870.000000,846.200012,868.349976,832.830322,229799
2017-05-31,868.000000,882.799988,868.000000,874.400024,838.632813,233268
2017-06-01,872.000000,879.049988,863.200012,868.250000,832.734436,220491
2017-06-02,868.950012,877.450012,865.599976,873.650024,837.913513,177113
2017-06-05,874.900024,882.700012,872.000000,880.150024,844.147705,148500
2017-06-06,885.000000,887.000000,873.049988,877.900024,841.989746,232079
2017-06-07,876.099976,881.599976,870.049988,874.250000,838.489014,171190
2017-06-08,875.000000,879.849976,863.500000,866.950012,831.487671,178292
2017-06-09,871.500000,871.500000,856.650024,860.849976,825.637085,285938
2017-06-12,854.000000,855.500000,845.000000,847.900024,813.216858,348723
2017-06-13,850.000000,855.099976,838.000000,841.150024,806.742981,374311
2017-06-14,841.950012,846.549988,832.000000,844.099976,809.572205,175870
2017-06-15,845.000000,845.049988,836.000000,838.099976,803.817627,198311
2017-06-16,845.000000,849.000000,837.049988,839.549988,805.208374,197839
2017-06-19,840.000000,846.000000,834.099976,837.099976,802.858582,220421
2017-06-20,837.000000,843.200012,834.000000,835.250000,801.084229,900924
2017-06-21,835.950012,847.549988,829.849976,841.950012,807.510315,360134
2017-06-22,844.400024,854.799988,842.400024,849.750000,814.991150,591602
2017-06-23,849.000000,853.799988,837.400024,839.950012,805.592041,144488
2017-06-27,842.400024,842.400024,830.299988,839.299988,804.968689,258937
2017-06-28,837.000000,846.599976,834.049988,839.400024,805.064514,324581
2017-06-29,839.000000,851.650024,835.049988,837.400024,803.146362,267665
2017-06-30,834.000000,841.799988,829.099976,839.599976,805.256287,212049
2017-07-03,840.000000,843.799988,837.500000,841.500000,807.078552,84211
2017-07-04,843.599976,858.349976,831.700012,856.400024,821.369202,451281
2017-07-05,862.000000,863.400024,845.000000,848.299988,813.600403,516287
