Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,1183.300049,1187.550049,1176.199951,1180.680054,1080.810181,823132
2017-01-03,1180.619995,1185.849976,1171.650024,1184.119995,1083.958984,1475324
2017-01-04,1184.849976,1194.430054,1179.150024,1189.750000,1089.112915,1420066
2017-01-05,1192.000000,1194.969971,1160.199951,1167.199951,1068.470093,2216404
2017-01-06,1160.500000,1164.680054,1128.550049,1140.699951,1044.211792,3009896
2017-01-09,1137.500000,1155.650024,1128.500000,1151.849976,1054.418823,1854578
2017-01-10,1152.000000,1164.900024,1145.750000,1157.680054,1059.755859,1533914
2017-01-11,1157.500000,1164.800049,1140.099976,1162.199951,1063.893188,1931296
2017-01-12,1162.199951,1180.000000,1152.000000,1172.180054,1073.029175,2570374
2017-01-13,1174.000000,1178.969971,1118.930054,1124.650024,1029.519165,10235580
2017-01-16,1125.000000,1136.949951,1114.000000,1129.280029,1033.757690,3364808
2017-01-17,1127.449951,1143.900024,1126.400024,1139.380005,1043.003540,3009956
2017-01-18,1139.000000,1149.000000,1132.719971,1147.550049,1050.482666,3136574
2017-01-19,1147.500000,1147.569946,1141.469971,1145.500000,1048.605835,2251676
2017-01-20,1143.500000,1150.000000,1132.500000,1142.680054,1046.024536,2037246
2017-01-23,1132.500000,1156.750000,1129.900024,1153.349976,1061.831909,2318546
2017-01-24,1152.000000,1161.500000,1145.000000,1159.180054,1067.199463,2282638
2017-01-25,1161.300049,1180.000000,1159.030029,1176.500000,1083.145142,4111648
2017-01-27,1172.530029,1189.380005,1172.530029,1178.900024,1085.354736,2871658
2017-01-30,1170.500000,1175.969971,1159.069946,1166.449951,1073.892212,2577956
2017-01-31,1160.000000,1166.030029,1100.030029,1114.900024,1026.432861,4666804
2017-02-01,1110.000000,1119.969971,1077.780029,1083.949951,997.938843,4864152
2017-02-02,1085.030029,1109.500000,1076.500000,1103.819946,1016.232056,6009482
2017-02-03,1104.849976,1121.500000,1095.500000,1116.280029,1027.703491,2153372
2017-02-06,1129.000000,1129.250000,1107.469971,1120.380005,1031.477661,2408910
2017-02-07,1122.000000,1126.300049,1113.000000,1122.300049,1033.245850,1814638
2017-02-08,1122.449951,1141.300049,1122.030029,1135.469971,1045.370605,2212584
2017-02-09,1137.500000,1164.000000,1135.099976,1158.650024,1066.711548,4033202
2017-02-10,1155.500000,1212.219971,1155.500000,1198.969971,1103.832153,5782160
2017-02-13,1198.000000,1214.500000,1191.180054,1207.119995,1111.335205,3819812
2017-02-14,1209.819946,1209.819946,1199.000000,1203.119995,1107.652954,2033328
2017-02-15,1198.500000,1214.000000,1187.550049,1206.849976,1111.086670,1924972
2017-02-16,1230.000000,1239.000000,1217.800049,1223.880005,1126.765747,4175680
2017-02-17,1236.000000,1237.800049,1201.000000,1203.949951,1108.416748,2723324
2017-02-20,1212.500000,1277.500000,1204.050049,1251.099976,1151.825562,3973948
2017-02-21,1257.000000,1262.949951,1227.569946,1232.680054,1134.867188,5501112
2017-02-22,1232.949951,1235.000000,1200.069946,1205.750000,1110.074097,4505496
2017-02-23,1207.500000,1246.619995,1207.500000,1240.900024,1142.435181,4853352
2017-02-27,1239.550049,1251.000000,1235.030029,1244.930054,1146.145020,2139892
2017-02-28,1244.750000,1245.000000,1225.000000,1233.119995,1135.272217,2354828
2017-03-01,1239.949951,1250.949951,1235.000000,1239.780029,1141.403687,1130374
2017-03-02,1243.349976,1255.000000,1235.030029,1250.719971,1151.475708,1544942
2017-03-03,1246.000000,1249.849976,1237.699951,1247.030029,1148.078491,1013970
2017-03-06,1240.000000,1242.000000,1227.280029,1236.250000,1138.153809,1400694
2017-03-07,1241.449951,1252.500000,1237.530029,1249.900024,1150.720825,1511672
2017-03-08,1251.000000,1260.000000,1246.099976,1256.099976,1156.428711,1791510
2017-03-09,1257.069946,1262.000000,1252.030029,1259.880005,1159.908936,858468
2017-03-10,1259.800049,1274.780029,1256.969971,1271.119995,1170.256958,1171420
2017-03-14,1278.400024,1293.569946,1275.530029,1283.750000,1181.884766,3402294
2017-03-15,1286.000000,1286.069946,1246.930054,1249.150024,1150.030151,3022496
2017-03-16,1253.000000,1263.500000,1253.000000,1260.449951,1160.433472,1571818
2017-03-17,1273.000000,1273.000000,1254.880005,1262.880005,1162.670654,2593152
2017-03-20,1262.969971,1262.969971,1233.000000,1240.000000,1141.606201,3487540
2017-03-21,1241.000000,1246.000000,1232.500000,1243.349976,1144.690430,3373700
2017-03-22,1240.069946,1248.000000,1234.969971,1239.469971,1141.118286,1888716
2017-03-23,1241.000000,1242.530029,1223.599976,1230.180054,1132.565674,2620638
2017-03-24,1234.900024,1234.900024,1211.650024,1213.599976,1117.301270,5099814
2017-03-27,1213.469971,1220.000000,1203.000000,1206.030029,1110.331909,2181270
2017-03-28,1205.000000,1221.699951,1205.000000,1214.969971,1118.562256,1153158
2017-03-29,1218.000000,1225.400024,1212.800049,1222.300049,1125.310669,1717764
2017-03-30,1222.449951,1232.500000,1217.500000,1220.500000,1123.653442,2986086
2017-03-31,1219.199951,1220.430054,1207.500000,1215.900024,1119.418701,1867044
2017-04-03,1217.500000,1217.500000,1204.099976,1205.849976,1110.166016,1196888
2017-04-05,1209.949951,1209.949951,1197.500000,1200.619995,1105.350952,2905568
2017-04-06,1200.000000,1205.000000,1196.280029,1200.030029,1104.807983,1720704
2017-04-07,1197.449951,1216.619995,1196.069946,1214.530029,1118.157593,2277012
2017-04-10,1216.000000,1224.500000,1202.500000,1211.119995,1115.017944,2543264
2017-04-11,1208.650024,1221.550049,1203.000000,1209.650024,1113.664551,1557784
2017-04-12,1211.250000,1214.000000,1191.500000,1196.619995,1101.668335,1050538
2017-04-13,1200.000000,1204.500000,1160.530029,1164.319946,1071.931152,2500472
2017-04-17,1165.199951,1166.449951,1147.569946,1157.430054,1065.588257,2270882
2017-04-18,1165.000000,1167.099976,1151.030029,1154.400024,1062.798828,1730620
2017-04-19,1131.750000,1174.349976,1126.400024,1149.569946,1058.351807,5626812
2017-04-20,1152.650024,1166.000000,1145.469971,1162.750000,1070.486206,1268842
2017-04-21,1164.550049,1167.819946,1150.500000,1155.400024,1063.719360,1161154
2017-04-24,1150.000000,1169.819946,1141.250000,1164.050049,1071.682739,2000020
2017-04-25,1164.000000,1172.219971,1151.349976,1155.750000,1064.041382,3148710
2017-04-26,1170.000000,1171.969971,1151.530029,1155.180054,1063.516479,2187438
2017-04-27,1153.030029,1163.900024,1138.819946,1151.319946,1059.963013,5773186
2017-04-28,1147.000000,1149.380005,1134.000000,1136.569946,1046.383545,2540510
2017-05-02,1147.000000,1151.000000,1140.000000,1144.949951,1054.098267,2382696
2017-05-03,1147.500000,1172.500000,1134.250000,1168.650024,1075.917969,3514406
2017-05-04,1174.969971,1175.000000,1154.400024,1165.050049,1072.603760,2708208
2017-05-05,1154.000000,1166.250000,1151.250000,1160.250000,1068.184448,1682474
2017-05-08,1160.500000,1173.699951,1158.849976,1171.219971,1078.283936,1071782
2017-05-09,1171.969971,1180.500000,1166.280029,1176.280029,1082.942627,1790270
2017-05-10,1177.500000,1178.069946,1158.000000,1166.219971,1073.680542,1206388
2017-05-11,1173.650024,1180.000000,1161.380005,1174.719971,1081.506104,2071302
2017-05-12,1171.650024,1184.949951,1160.030029,1180.319946,1086.661987,2314446
2017-05-15,1187.550049,1188.969971,1170.800049,1182.550049,1088.715088,1817604
2017-05-16,1190.000000,1217.500000,1186.719971,1214.569946,1118.194092,3601026
2017-05-17,1216.750000,1230.380005,1211.500000,1227.680054,1130.263916,2876198
2017-05-18,1225.000000,1286.000000,1221.119995,1268.099976,1167.476563,5138594
2017-05-19,1268.099976,1270.280029,1243.000000,1253.569946,1154.099487,1786044
2017-05-22,1255.000000,1276.880005,1255.000000,1265.680054,1165.248535,1663940
2017-05-23,1266.599976,1282.069946,1257.000000,1260.849976,1160.801758,2748596
2017-05-24,1267.400024,1285.000000,1264.819946,1279.569946,1178.036743,2534548
2017-05-25,1288.500000,1318.780029,1284.000000,1312.300049,1208.169556,4094094
